,occupancy,listing_count,availability_90,num_reviews,num_bath,num_bed,num_bedroom,min_nights,room_type,property_type,bathroom_type,has_about,has_neighborhood_overview,account_age,has_profile_pic,identity_verified,is_superhost,instant_bookable,neighbourhood
2413,5,23,58,0,1.0,3.0,2.0,30,Entire home/apt,Entire apartment,regular,1,1,7,1,1,1,0,Yau Tsim Mong
2414,5,1,22,315,1.0,4.0,2.0,1,Entire home/apt,Entire apartment,regular,1,1,6,1,1,0,0,Yau Tsim Mong
2415,5,1,90,3,1.0,3.0,2.0,28,Entire home/apt,Entire condominium,regular,1,1,5,1,1,0,1,Tuen Mun
2416,5,7,0,64,3.5,1.0,1.0,2,Shared room,hostel,regular,1,1,9,1,1,1,0,Yau Tsim Mong
2417,5,1,86,67,1.0,4.0,2.0,3,Entire home/apt,Entire apartment,regular,1,1,5,1,1,0,0,Sham Shui Po
2418,5,3,196,18,3.0,3.0,3.0,6,Entire home/apt,Entire apartment,regular,1,1,12,1,1,0,0,Wan Chai
2419,5,22,90,0,10.5,4.0,2.0,2,Shared room,hostel,regular,1,1,16,1,1,1,1,Yau Tsim Mong
2420,5,13,0,11,1.0,1.0,2.0,2,Entire home/apt,Entire apartment,regular,1,1,9,1,1,1,1,Wan Chai
2423,5,6,85,0,2.0,3.0,2.0,1,Private room,boutique hotel,regular,1,1,1,1,1,1,0,Yau Tsim Mong
2424,5,1,82,4,2.0,4.0,3.0,7,Entire home/apt,Entire apartment,regular,1,1,4,1,0,0,0,Sai Kung
2425,5,34,180,130,2.0,4.0,2.0,2,Private room,apartment,regular,1,1,12,1,0,0,0,Yau Tsim Mong
2426,5,1,81,0,2.5,3.0,3.0,30,Entire home/apt,Entire apartment,regular,1,1,9,1,0,0,0,Wan Chai
2427,5,13,265,10,5.5,4.0,3.0,3,Private room,apartment,regular,1,1,9,1,1,0,0,Sham Shui Po
2428,5,4,90,11,2.0,4.0,2.0,1,Entire home/apt,Entire apartment,regular,1,1,4,1,1,0,0,Kowloon City
2429,5,30,182,104,5.0,5.0,5.0,122,Private room,guesthouse,shared,0,0,15,1,1,0,0,Wan Chai
2430,5,2,89,0,3.0,2.0,1.0,30,Private room,apartment,shared,0,0,5,1,0,0,0,Central & Western
2431,5,2,90,1,1.0,3.0,1.0,1,Private room,apartment,shared,0,1,1,1,0,0,1,Yau Tsim Mong
2432,5,1,89,25,1.0,2.0,1.0,1,Shared room,apartment,shared,0,1,3,1,1,0,0,Eastern
2433,5,18,180,138,2.0,3.0,2.0,2,Private room,guest suite,shared,1,0,4,1,0,1,1,Yau Tsim Mong
2434,5,60,161,1,2.0,5.0,2.0,2,Private room,condominium,shared,1,0,10,1,1,0,0,Yau Tsim Mong
2435,5,38,0,0,2.0,5.0,1.0,1,Shared room,apartment,shared,1,0,3,1,1,0,1,Eastern
2436,5,4,1,203,2.0,3.0,1.0,58,Private room,condominium,shared,0,1,8,1,1,0,1,Kwun Tong
2437,5,478,177,0,2.0,2.0,1.0,6,Private room,serviced apartment,shared,1,1,6,1,1,0,0,Eastern
2438,6,8,91,1,2.0,3.0,2.0,2,Private room,guesthouse,private,0,0,6,1,1,0,1,Yau Tsim Mong
2439,6,22,166,13,2.0,4.0,2.0,2,Private room,condominium,private,0,0,8,1,1,1,1,Wan Chai
2440,6,243,179,5,3.0,4.0,1.0,30,Private room,apartment,private,0,0,18,1,1,0,0,Yau Tsim Mong
2441,6,15,270,39,3.0,5.0,3.0,3,Private room,bed and breakfast,private,0,0,9,1,0,0,1,Yau Tsim Mong
2442,6,6,90,2,1.0,2.0,1.0,1,Private room,guesthouse,private,0,0,2,1,1,0,1,Yau Tsim Mong
2443,6,39,240,21,3.0,4.0,3.0,3,Private room,guest suite,private,0,1,12,1,1,0,1,Yau Tsim Mong
2445,6,54,270,0,3.0,4.0,3.0,84,Private room,hostel,private,0,1,3,1,1,0,1,Wan Chai
2446,6,75,270,12,3.0,3.0,3.0,5,Private room,hostel,private,0,1,6,1,0,0,0,Yau Tsim Mong
2447,6,12,91,0,2.0,4.0,2.0,2,Private room,hostel,private,1,0,4,1,1,0,1,Yau Tsim Mong
2448,6,39,189,1,3.0,3.0,3.0,84,Private room,apartment,private,1,0,9,1,0,0,0,Wan Chai
2449,6,1330,447,0,5.0,5.0,4.0,148,Private room,apartment,private,1,0,40,1,0,1,0,Yau Tsim Mong
2451,6,1476,357,0,4.0,4.0,1.0,116,Private room,apartment,private,1,0,16,1,0,0,0,Yau Tsim Mong
2452,6,90,224,360,3.0,3.0,3.0,84,Private room,apartment,private,1,0,18,1,1,0,0,Yau Tsim Mong
2454,6,18,167,10,3.0,4.0,3.0,70,Private room,apartment,private,1,0,12,1,0,0,0,Sham Shui Po
2455,6,32,180,24,2.0,4.0,1.0,2,Private room,apartment,private,1,0,8,1,0,0,1,Yau Tsim Mong
2456,6,36,180,50,3.0,3.0,3.0,3,Private room,bungalow,private,1,0,18,1,1,0,0,Yau Tsim Mong
2457,6,15,270,14,3.0,5.0,3.0,3,Private room,Private room,private,1,1,12,1,1,0,0,Yau Tsim Mong
2458,6,28,0,88,2.0,5.0,1.0,2,Private room,apartment,private,0,0,4,1,0,1,1,Yau Tsim Mong
2459,6,15,127,0,3.0,3.0,3.0,7,Private room,apartment,private,0,0,15,1,1,0,0,Yau Tsim Mong
2460,6,16,180,3,2.0,1.0,2.0,29,Private room,apartment,private,0,0,12,1,1,1,0,Yau Tsim Mong
2461,6,54,0,199,3.0,1.0,2.0,3,Private room,boutique hotel,private,0,1,12,1,1,1,1,Yau Tsim Mong
2462,6,1544,358,0,4.0,4.0,2.0,116,Private room,apartment,private,1,0,28,1,0,1,0,Wan Chai
2463,6,9,66,65,3.0,4.0,3.0,3,Private room,serviced apartment,private,1,0,9,1,1,1,1,Wan Chai
2465,6,42,270,30,3.0,3.0,3.0,3,Private room,serviced apartment,private,1,1,15,1,1,0,0,Kowloon City
2466,6,9,267,0,3.0,3.0,3.0,3,Private room,hotel,private,1,1,6,1,1,0,1,Central & Western
2467,6,128,24,50,2.0,3.0,2.0,2,Private room,apartment,private,1,1,16,1,1,0,1,Wan Chai
2469,6,717,266,1,3.0,3.0,1.0,240,Private room,condominium,private,1,1,9,1,1,0,0,Wan Chai
2470,6,12,172,204,2.0,4.0,3.0,2,Private room,guesthouse,private,1,1,10,1,0,1,0,Islands
2471,6,22,51,16,2.0,5.0,2.0,2,Private room,guesthouse,private,1,1,16,1,1,1,1,Yau Tsim Mong
2472,6,2,66,0,2.0,3.0,3.0,3,Entire home/apt,Entire house,regular,0,0,2,1,1,0,1,North
2474,6,11,88,2,3.0,3.0,1.0,34,Entire home/apt,Entire apartment,regular,0,0,12,1,1,0,1,Eastern
2475,6,28,180,0,2.0,4.0,2.0,2,Private room,apartment,regular,0,0,4,1,0,0,0,Yau Tsim Mong
2476,6,9,90,1,1.0,5.0,2.0,1,Entire home/apt,Entire apartment,regular,0,0,6,1,0,0,0,Tsuen Wan
2477,6,14,89,0,1.5,2.0,2.0,1,Private room,apartment,regular,0,0,2,1,1,0,0,Yau Tsim Mong
2478,6,0,90,0,3.0,3.0,3.0,7,Entire home/apt,Entire house,regular,0,0,0,1,0,0,0,Central & Western
2480,6,3,89,0,2.0,3.0,3.0,20,Entire home/apt,Entire apartment,regular,0,0,5,1,1,0,0,Sha Tin
2481,6,1,0,70,1.5,2.0,2.0,28,Entire home/apt,Entire apartment,regular,0,0,4,1,1,0,0,Wan Chai
2483,6,27,198,3,4.5,3.0,3.0,3,Entire home/apt,Entire apartment,regular,0,0,3,1,1,0,1,North
2484,6,12,177,0,2.5,6.0,4.0,3,Entire home/apt,Entire condominium,regular,0,0,10,1,1,0,0,Sham Shui Po
2485,6,0,78,7,2.0,4.0,3.0,4,Entire home/apt,Entire house,regular,0,0,3,1,0,0,0,Islands
2486,6,2,1,160,2.0,4.0,3.0,29,Entire home/apt,Entire apartment,regular,0,0,4,1,0,0,0,Wan Chai
2488,6,1,87,10,1.0,3.0,2.0,10,Entire home/apt,Entire apartment,regular,0,0,2,1,1,0,1,Yau Tsim Mong
2490,6,1,268,0,3.0,3.0,3.0,4,Entire home/apt,Entire apartment,regular,0,0,1,1,0,0,1,Central & Western
2491,6,0,89,0,1.0,2.0,2.0,1,Entire home/apt,Entire guesthouse,regular,0,0,2,1,0,0,1,Yau Tsim Mong
2492,6,2,169,47,2.0,3.0,2.0,3,Entire home/apt,Entire apartment,regular,0,0,9,1,0,0,0,Wan Chai
2493,6,18,180,22,2.0,4.0,2.0,2,Private room,bed and breakfast,regular,0,0,10,1,1,0,0,Yau Tsim Mong
2494,6,6,180,74,2.0,3.0,2.0,2,Private room,apartment,regular,0,0,8,1,1,0,1,Yau Tsim Mong
2495,6,1,0,9,2.0,3.0,3.0,32,Entire home/apt,Entire apartment,regular,0,0,11,1,1,0,0,Central & Western
2496,6,39,180,78,3.5,3.0,2.0,240,Entire home/apt,Entire apartment,regular,0,0,12,1,1,0,0,Sham Shui Po
2497,6,1,78,2,3.0,4.0,4.0,7,Entire home/apt,Entire loft,regular,0,1,4,1,1,0,0,Eastern
2498,6,0,74,8,1.0,4.0,3.0,3,Entire home/apt,Entire apartment,regular,0,1,5,1,1,1,0,Islands
2500,6,11,84,22,2.0,2.0,2.0,1,Private room,apartment,regular,0,1,4,1,1,1,0,Wan Chai
2501,6,0,176,0,2.0,2.0,3.0,236,Private room,serviced apartment,regular,0,1,0,1,0,0,0,Wan Chai
2502,6,2,90,1,2.0,3.0,3.0,2,Entire home/apt,Entire apartment,regular,0,1,3,1,0,0,1,Wan Chai
2503,6,1,0,0,3.0,2.0,2.0,1,Entire home/apt,Entire house,regular,0,1,6,1,1,0,0,Sai Kung
2504,6,2,0,1,1.5,3.0,2.0,1,Entire home/apt,Entire apartment,regular,0,1,4,1,0,0,0,Yau Tsim Mong
2505,6,5,90,52,1.0,3.0,1.0,1,Entire home/apt,Entire apartment,regular,0,1,5,1,1,0,0,Kowloon City
2506,6,1,0,55,1.5,2.0,2.0,8,Entire home/apt,Entire apartment,regular,0,1,1,1,0,0,0,Yau Tsim Mong
2507,6,2,28,195,2.0,3.0,2.0,1,Entire home/apt,Entire apartment,regular,0,1,4,1,0,0,0,Wan Chai
2508,6,16,90,1,2.0,3.0,3.0,1,Entire home/apt,Entire apartment,regular,0,1,1,1,1,1,1,North
2509,6,4,81,8,2.0,3.0,2.0,7,Entire home/apt,Entire apartment,regular,0,1,8,1,0,0,1,Central & Western
2510,6,1,90,7,1.0,1.0,2.0,60,Entire home/apt,Entire apartment,regular,0,1,2,1,0,0,0,Islands
2511,6,2,31,2,2.0,3.0,2.0,30,Entire home/apt,Entire apartment,regular,0,1,13,1,0,0,0,Wan Chai
2513,6,1,83,1,1.0,3.0,2.0,2,Entire home/apt,Entire apartment,regular,0,1,5,1,1,0,0,Eastern
